"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-331","26331","84"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-332","26332","322"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-332","26332","189"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-333","26333","341"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-333","26333","205"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-334","26334","350"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-334","26334","222"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-335","26335","316"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-335","26335","156"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-336","26336","432"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-336","26336","288"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-337","26337","330"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-337","26337","238"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-338","26338","290"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-338","26338","206"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-339","26339","63"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-339","26339","40"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-340","26340","431"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-340","26340","271"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-341","26341","355"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-341","26341","226"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-342","26342","398"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-342","26342","212"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-343","26343","368"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-343","26343","201"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-344","26344","56"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-344","26344","18"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-345","26345","310"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-345","26345","170"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-346","26346","256"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-346","26346","192"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-347","26347","220"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-347","26347","190"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-348","26348","326"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-348","26348","184"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-349","26349","317"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-349","26349","194"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-350","26350","339"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-350","26350","251"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-351","26351","260"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-351","26351","225"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Approved","26-352","26352","242"
"PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 General Obligation Bonds - $220,000,000","PI","Rejected","26-352","26352","262"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","Total","-1","2028"
"PORT DISTRICT Proposition No. 1 ","KS","No","Total","-1","5682"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","CLE ELUM 1","1","30"
"PORT DISTRICT Proposition No. 1 ","KS","No","CLE ELUM 1","1","121"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","CLE ELUM 2","2","31"
"PORT DISTRICT Proposition No. 1 ","KS","No","CLE ELUM 2","2","74"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","CLE ELUM 3","3","8"
"PORT DISTRICT Proposition No. 1 ","KS","No","CLE ELUM 3","3","44"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","CLE ELUM 4","4","30"
"PORT DISTRICT Proposition No. 1 ","KS","No","CLE ELUM 4","4","136"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","DENMARK","5","61"
"PORT DISTRICT Proposition No. 1 ","KS","No","DENMARK","5","231"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","EAST SANDERS","6","42"
"PORT DISTRICT Proposition No. 1 ","KS","No","EAST SANDERS","6","153"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","EASTON","7","53"
"PORT DISTRICT Proposition No. 1 ","KS","No","EASTON","7","175"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 1","8","5"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 1","8","22"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 2","9","18"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 2","9","26"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 4","11","21"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 4","11","12"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 5","12","15"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 5","12","26"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 6","13","16"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 6","13","24"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 7","14","10"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 7","14","25"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 8","15","15"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 8","15","25"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 9","16","23"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 9","16","27"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 10","17","25"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 10","17","57"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 11","18","22"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 11","18","47"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 12","19","40"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 12","19","42"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 13","20","28"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 13","20","27"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 14","21","29"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 14","21","57"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 15","22","34"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 15","22","56"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 16","23","56"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 16","23","93"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 17","24","70"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 17","24","61"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 18","25","7"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 18","25","4"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 19","26","53"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 19","26","84"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 20","27","18"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 20","27","24"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 21","28","16"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 21","28","49"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 22","29","34"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 22","29","96"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 23","30","40"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 23","30","72"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 24","31","83"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 24","31","188"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","HYAK","32","9"
"PORT DISTRICT Proposition No. 1 ","KS","No","HYAK","32","39"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","KITTITAS 1","33","19"
"PORT DISTRICT Proposition No. 1 ","KS","No","KITTITAS 1","33","51"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","MANASTASH","34","36"
"PORT DISTRICT Proposition No. 1 ","KS","No","MANASTASH","34","125"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","MOUNTAIN","35","19"
"PORT DISTRICT Proposition No. 1 ","KS","No","MOUNTAIN","35","67"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","NORTH CENTRAL","36","22"
"PORT DISTRICT Proposition No. 1 ","KS","No","NORTH CENTRAL","36","114"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","NORTH ELLENSBURG","37","84"
"PORT DISTRICT Proposition No. 1 ","KS","No","NORTH ELLENSBURG","37","199"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","PARK","38","37"
"PORT DISTRICT Proposition No. 1 ","KS","No","PARK","38","168"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","PEOH POINT","39","59"
"PORT DISTRICT Proposition No. 1 ","KS","No","PEOH POINT","39","192"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","RIDGEWAY","40","69"
"PORT DISTRICT Proposition No. 1 ","KS","No","RIDGEWAY","40","228"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ROSLYN 1","41","29"
"PORT DISTRICT Proposition No. 1 ","KS","No","ROSLYN 1","41","114"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ROSLYN 2","42","23"
"PORT DISTRICT Proposition No. 1 ","KS","No","ROSLYN 2","42","105"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","DRY CREEK","43","46"
"PORT DISTRICT Proposition No. 1 ","KS","No","DRY CREEK","43","186"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","WESTSIDE","44","87"
"PORT DISTRICT Proposition No. 1 ","KS","No","WESTSIDE","44","234"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ROSLYN OUTLYING","45","7"
"PORT DISTRICT Proposition No. 1 ","KS","No","ROSLYN OUTLYING","45","36"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","SANDERS","46","27"
"PORT DISTRICT Proposition No. 1 ","KS","No","SANDERS","46","53"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","SOUTH CLE ELUM","47","28"
"PORT DISTRICT Proposition No. 1 ","KS","No","SOUTH CLE ELUM","47","125"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","SOUTH ELLENSBURG","48","78"
"PORT DISTRICT Proposition No. 1 ","KS","No","SOUTH ELLENSBURG","48","189"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","SWAUK","50","33"
"PORT DISTRICT Proposition No. 1 ","KS","No","SWAUK","50","115"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","TEANAWAY","51","61"
"PORT DISTRICT Proposition No. 1 ","KS","No","TEANAWAY","51","173"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","THORP","52","47"
"PORT DISTRICT Proposition No. 1 ","KS","No","THORP","52","144"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","VANTAGE","53","5"
"PORT DISTRICT Proposition No. 1 ","KS","No","VANTAGE","53","7"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","FAIRVIEW","54","17"
"PORT DISTRICT Proposition No. 1 ","KS","No","FAIRVIEW","54","111"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","NORTHEAST FAIRVIEW","55","33"
"PORT DISTRICT Proposition No. 1 ","KS","No","NORTHEAST FAIRVIEW","55","164"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","THRALL","56","41"
"PORT DISTRICT Proposition No. 1 ","KS","No","THRALL","56","157"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","DAMMAN","58","55"
"PORT DISTRICT Proposition No. 1 ","KS","No","DAMMAN","58","155"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","KACHESS","59","9"
"PORT DISTRICT Proposition No. 1 ","KS","No","KACHESS","59","73"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","KITTITAS 2","60","32"
"PORT DISTRICT Proposition No. 1 ","KS","No","KITTITAS 2","60","43"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","ELLENSBURG 25","61","67"
"PORT DISTRICT Proposition No. 1 ","KS","No","ELLENSBURG 25","61","135"
"PORT DISTRICT Proposition No. 1 ","KS","Yes","RONALD","62","16"
"PORT DISTRICT Proposition No. 1 ","KS","No","RONALD","62","102"
"City of Kent Proposition A 2% Utility Tax Increase for Police and Criminal Justice Services","KI","Approved","Total","-1","6209"
"City of Kent Proposition A 2% Utility Tax Increase for Police and Criminal Justice Services","KI","Rejected","Total","-1","8305"
"Tahoma School District No. 409 Proposition No. 1 Replacement of Expiring Educational Programs and Operations Levy","KI","Yes","Total","-1","8166"
"Tahoma School District No. 409 Proposition No. 1 Replacement of Expiring Educational Programs and Operations Levy","KI","No","Total","-1","4621"
"King County Fire Protection District No. 45 Proposition No. 1 Bonds to Construct and Renovate Fire Stations","KI","Approved","Total","-1","1384"
"King County Fire Protection District No. 45 Proposition No. 1 Bonds to Construct and Renovate Fire Stations","KI","Rejected","Total","-1","944"
"Puget Sound Regional Fire Authority Proposition No. 1 ","KI","Approved","Total","-1","7894"
"Puget Sound Regional Fire Authority Proposition No. 1 ","KI","Rejected","Total","-1","10538"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","Total","-1","10173"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","Total","-1","8710"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","484","484","165"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","484","484","117"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","534","534","127"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","534","534","102"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","535","535","160"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","535","535","308"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","536","536","127"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","536","536","201"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","537","537","51"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","537","537","150"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","538","538","161"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","538","538","135"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","540","540","262"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","540","540","374"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","541","541","116"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","541","541","133"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","543","543","225"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","543","543","245"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","544","544","132"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","544","544","122"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","545","545","141"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","545","545","242"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","550","550","200"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","550","550","150"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","553","553","299"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","553","553","125"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","555","555","269"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","555","555","192"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","556","556","143"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","556","556","111"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","560","560","391"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","560","560","159"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","563","563","331"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","563","563","158"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","564","564","187"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","564","564","132"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","565","565","258"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","565","565","110"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","566","566","185"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","566","566","111"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","567(*)","567","0"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","567(*)","567","0"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","568","568","185"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","568","568","95"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","569","569","257"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","569","569","82"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","570","570","267"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","570","570","222"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","571","571","281"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","571","571","113"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","572","572","248"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","572","572","114"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","573","573","343"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","573","573","160"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","574","574","10"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","574","574","15"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","575","575","82"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","575","575","87"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","576(*)","576","0"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","576(*)","576","0"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","577","577","260"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","577","577","228"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","578","578","24"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","578","578","23"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","579","579","18"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","579","579","12"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","580","580","186"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","580","580","190"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","581","581","142"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","581","581","128"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","582","582","290"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","582","582","227"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Approved","583","583","241"
"BATTLE GROUND SCHOOL DISTRICT NO. 119 Proposition 4 Bonds to construct, replace and renovate school facilities and improve safety","CR","Rejected","583","583","144"
