Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
KEN 47-0662,City of Kent Proposition A,47,9,8,Total,NP,Times Under Voted,0
KEN 47-0662,City of Kent Proposition A,47,9,8,Total,<NP>,Approved,91
KEN 47-0662,City of Kent Proposition A,47,9,8,Total,<NP>,Rejected,128
KEN 47-0662,City of Kent Proposition A,47,9,8,Total,NP,Times Over Voted,0
LITTLE SOOS,Tahoma School District No. 409 Proposition No. 1,47,9,8,Total,NP,Registered Voters,0
LITTLE SOOS,Tahoma School District No. 409 Proposition No. 1,47,9,8,Total,NP,Times Counted,0
LITTLE SOOS,Tahoma School District No. 409 Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
LITTLE SOOS,Tahoma School District No. 409 Proposition No. 1,47,9,8,Total,<NP>,Yes,0
LITTLE SOOS,Tahoma School District No. 409 Proposition No. 1,47,9,8,Total,<NP>,No,0
LITTLE SOOS,Tahoma School District No. 409 Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
LITTLE SOOS,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,442
LITTLE SOOS,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,142
LITTLE SOOS,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
LITTLE SOOS,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,80
LITTLE SOOS,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,62
LITTLE SOOS,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
M-V 05-0697,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,726
M-V 05-0697,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,428
M-V 05-0697,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
M-V 05-0697,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,285
M-V 05-0697,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,143
M-V 05-0697,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
MCDONALD,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,45
MCDONALD,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,13
MCDONALD,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
MCDONALD,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,3
MCDONALD,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,10
MCDONALD,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
KEN 47-0753,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Registered Voters,676
KEN 47-0753,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Counted,125
KEN 47-0753,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Under Voted,1
KEN 47-0753,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,<NP>,Rejected,80
KEN 47-0753,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,<NP>,Approved,44
KEN 47-0753,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
KEN 47-0753,City of Kent Proposition A,47,7,8,Total,NP,Registered Voters,676
KEN 47-0753,City of Kent Proposition A,47,7,8,Total,NP,Times Counted,125
KEN 47-0753,City of Kent Proposition A,47,7,8,Total,NP,Times Under Voted,0
KEN 47-0753,City of Kent Proposition A,47,7,8,Total,<NP>,Approved,42
KEN 47-0753,City of Kent Proposition A,47,7,8,Total,<NP>,Rejected,83
KEN 47-0753,City of Kent Proposition A,47,7,8,Total,NP,Times Over Voted,0
KEN 47-0798,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,834
KEN 47-0798,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,243
KEN 47-0798,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,1
KEN 47-0798,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,145
KEN 47-0798,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,97
KEN 47-0798,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
KEN 47-0798,City of Kent Proposition A,47,9,8,Total,NP,Registered Voters,834
KEN 47-0798,City of Kent Proposition A,47,9,8,Total,NP,Times Counted,243
KEN 47-0798,City of Kent Proposition A,47,9,8,Total,NP,Times Under Voted,2
KEN 47-0798,City of Kent Proposition A,47,9,8,Total,<NP>,Approved,106
KEN 47-0798,City of Kent Proposition A,47,9,8,Total,<NP>,Rejected,135
KEN 47-0798,City of Kent Proposition A,47,9,8,Total,NP,Times Over Voted,0
MORRIS,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Registered Voters,598
MORRIS,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Times Counted,198
MORRIS,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Times Under Voted,0
MORRIS,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,<NP>,Yes,95
MORRIS,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,<NP>,No,103
MORRIS,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Times Over Voted,0
KEN 47-0835,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,NP,Registered Voters,726
KEN 47-0835,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,NP,Times Counted,165
KEN 47-0835,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,NP,Times Under Voted,0
KEN 47-0835,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,<NP>,Rejected,106
KEN 47-0835,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,<NP>,Approved,59
KEN 47-0835,Puget Sound Regional Fire Authority Proposition No. 1,47,5,8,Total,NP,Times Over Voted,0
KEN 47-0835,City of Kent Proposition A,47,5,8,Total,NP,Registered Voters,726
KEN 47-0835,City of Kent Proposition A,47,5,8,Total,NP,Times Counted,165
KEN 47-0835,City of Kent Proposition A,47,5,8,Total,NP,Times Under Voted,0
KEN 47-0835,City of Kent Proposition A,47,5,8,Total,<NP>,Approved,56
KEN 47-0835,City of Kent Proposition A,47,5,8,Total,<NP>,Rejected,109
KEN 47-0835,City of Kent Proposition A,47,5,8,Total,NP,Times Over Voted,0
KEN 47-0842,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Registered Voters,835
KEN 47-0842,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Counted,192
KEN 47-0842,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Under Voted,0
KEN 47-0842,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Rejected,122
KEN 47-0842,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Approved,70
KEN 47-0842,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Over Voted,0
KEN 47-0842,City of Kent Proposition A,47,5,9,Total,NP,Registered Voters,835
KEN 47-0842,City of Kent Proposition A,47,5,9,Total,NP,Times Counted,192
KEN 47-0842,City of Kent Proposition A,47,5,9,Total,NP,Times Under Voted,0
KEN 47-0842,City of Kent Proposition A,47,5,9,Total,<NP>,Approved,75
KEN 47-0842,City of Kent Proposition A,47,5,9,Total,<NP>,Rejected,117
KEN 47-0842,City of Kent Proposition A,47,5,9,Total,NP,Times Over Voted,0
NOVELTY,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,NP,Registered Voters,562
NOVELTY,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,NP,Times Counted,147
NOVELTY,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,NP,Times Under Voted,0
NOVELTY,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,<NP>,Approved,75
NOVELTY,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,<NP>,Rejected,72
NOVELTY,King County Fire Protection District No. 45 Proposition No. 1,5,3,1,Total,NP,Times Over Voted,0
KEN 47-0880,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Registered Voters,408
KEN 47-0880,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Counted,99
KEN 47-0880,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Under Voted,0
KEN 47-0880,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Rejected,56
KEN 47-0880,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Approved,43
KEN 47-0880,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Over Voted,0
KEN 47-0880,City of Kent Proposition A,47,5,9,Total,NP,Registered Voters,408
KEN 47-0880,City of Kent Proposition A,47,5,9,Total,NP,Times Counted,99
KEN 47-0880,City of Kent Proposition A,47,5,9,Total,NP,Times Under Voted,0
KEN 47-0880,City of Kent Proposition A,47,5,9,Total,<NP>,Approved,47
KEN 47-0880,City of Kent Proposition A,47,5,9,Total,<NP>,Rejected,52
KEN 47-0880,City of Kent Proposition A,47,5,9,Total,NP,Times Over Voted,0
KEN 11-0893,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,NP,Registered Voters,655
KEN 11-0893,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,NP,Times Counted,117
KEN 11-0893,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,NP,Times Under Voted,0
KEN 11-0893,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,<NP>,Rejected,73
KEN 11-0893,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,<NP>,Approved,44
KEN 11-0893,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,NP,Times Over Voted,0
KEN 11-0893,City of Kent Proposition A,11,5,9,Total,NP,Registered Voters,655
KEN 11-0893,City of Kent Proposition A,11,5,9,Total,NP,Times Counted,117
KEN 11-0893,City of Kent Proposition A,11,5,9,Total,NP,Times Under Voted,0
KEN 11-0893,City of Kent Proposition A,11,5,9,Total,<NP>,Approved,44
KEN 11-0893,City of Kent Proposition A,11,5,9,Total,<NP>,Rejected,73
KEN 11-0893,City of Kent Proposition A,11,5,9,Total,NP,Times Over Voted,0
KEN 47-0910,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Registered Voters,806
KEN 47-0910,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Counted,151
KEN 47-0910,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Under Voted,0
KEN 47-0910,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,<NP>,Rejected,100
KEN 47-0910,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,<NP>,Approved,51
KEN 47-0910,Puget Sound Regional Fire Authority Proposition No. 1,47,7,8,Total,NP,Times Over Voted,0
KEN 47-0910,City of Kent Proposition A,47,7,8,Total,NP,Registered Voters,806
KEN 47-0910,City of Kent Proposition A,47,7,8,Total,NP,Times Counted,151
KEN 47-0910,City of Kent Proposition A,47,7,8,Total,NP,Times Under Voted,0
KEN 47-0910,City of Kent Proposition A,47,7,8,Total,NP,Times Over Voted,0
PIPELINE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,96
PIPELINE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,23
PIPELINE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
PIPELINE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,17
PIPELINE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,6
PIPELINE,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
KEN 11-0918,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,NP,Registered Voters,616
KEN 11-0918,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,NP,Times Counted,140
KEN 11-0918,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,NP,Times Under Voted,0
KEN 11-0918,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,<NP>,Rejected,88
KEN 11-0918,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,<NP>,Approved,52
KEN 11-0918,Puget Sound Regional Fire Authority Proposition No. 1,11,5,9,Total,NP,Times Over Voted,0
KEN 11-0918,City of Kent Proposition A,11,5,9,Total,NP,Registered Voters,616
KEN 11-0918,City of Kent Proposition A,11,5,9,Total,NP,Times Counted,140
KEN 11-0918,City of Kent Proposition A,11,5,9,Total,NP,Times Under Voted,0
KEN 11-0918,City of Kent Proposition A,11,5,9,Total,<NP>,Approved,48
KEN 11-0918,City of Kent Proposition A,11,5,9,Total,<NP>,Rejected,92
KEN 11-0918,City of Kent Proposition A,11,5,9,Total,NP,Times Over Voted,0
PRESTON,Tahoma School District No. 409 Proposition No. 1,5,3,8,Total,NP,Registered Voters,0
PRESTON,Tahoma School District No. 409 Proposition No. 1,5,3,8,Total,NP,Times Counted,0
PRESTON,Tahoma School District No. 409 Proposition No. 1,5,3,8,Total,NP,Times Under Voted,0
PRESTON,Tahoma School District No. 409 Proposition No. 1,5,3,8,Total,<NP>,Yes,0
PRESTON,Tahoma School District No. 409 Proposition No. 1,5,3,8,Total,<NP>,No,0
PRESTON,Tahoma School District No. 409 Proposition No. 1,5,3,8,Total,NP,Times Over Voted,0
RAVENSDALE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,534
RAVENSDALE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,226
RAVENSDALE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
RAVENSDALE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,127
RAVENSDALE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,99
RAVENSDALE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
RIVERSIDE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,383
RIVERSIDE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,168
RIVERSIDE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
RIVERSIDE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,55
RIVERSIDE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,113
RIVERSIDE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
KEN 47-1034,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Registered Voters,773
KEN 47-1034,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Counted,214
KEN 47-1034,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Under Voted,0
KEN 47-1034,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Rejected,128
KEN 47-1034,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Approved,86
KEN 47-1034,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Over Voted,0
KEN 47-1034,City of Kent Proposition A,47,5,9,Total,NP,Registered Voters,773
KEN 47-1034,City of Kent Proposition A,47,5,9,Total,NP,Times Counted,214
KEN 47-1034,City of Kent Proposition A,47,5,9,Total,NP,Times Under Voted,1
KEN 47-1034,City of Kent Proposition A,47,5,9,Total,<NP>,Approved,84
KEN 47-1034,City of Kent Proposition A,47,5,9,Total,<NP>,Rejected,129
KEN 47-1034,City of Kent Proposition A,47,5,9,Total,NP,Times Over Voted,0
KEN 33-1055,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Registered Voters,476
KEN 33-1055,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Counted,62
KEN 33-1055,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Under Voted,0
KEN 33-1055,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Rejected,33
KEN 33-1055,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,<NP>,Approved,29
KEN 33-1055,Puget Sound Regional Fire Authority Proposition No. 1,33,5,9,Total,NP,Times Over Voted,0
KEN 33-1055,City of Kent Proposition A,33,5,9,Total,NP,Registered Voters,476
KEN 33-1055,City of Kent Proposition A,33,5,9,Total,NP,Times Counted,62
KEN 33-1055,City of Kent Proposition A,33,5,9,Total,NP,Times Under Voted,2
KEN 33-1055,City of Kent Proposition A,33,5,9,Total,<NP>,Approved,23
KEN 33-1055,City of Kent Proposition A,33,5,9,Total,<NP>,Rejected,37
KEN 33-1055,City of Kent Proposition A,33,5,9,Total,NP,Times Over Voted,0
SELLECK,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,490
SELLECK,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,212
SELLECK,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
SELLECK,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,96
SELLECK,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,116
SELLECK,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
SHADOW LAKE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,623
SHADOW LAKE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,271
SHADOW LAKE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,3
SHADOW LAKE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,119
SHADOW LAKE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,149
SHADOW LAKE,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
SHADOW LAKE,Puget Sound Regional Fire Authority Proposition No. 1,5,9,8,Total,NP,Registered Voters,40
SHADOW LAKE,Puget Sound Regional Fire Authority Proposition No. 1,5,9,8,Total,NP,Times Counted,16
SHADOW LAKE,Puget Sound Regional Fire Authority Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
SHADOW LAKE,Puget Sound Regional Fire Authority Proposition No. 1,5,9,8,Total,<NP>,Rejected,7
SHADOW LAKE,Puget Sound Regional Fire Authority Proposition No. 1,5,9,8,Total,<NP>,Approved,9
SHADOW LAKE,Puget Sound Regional Fire Authority Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
KEN 47-1076,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Registered Voters,674
KEN 47-1076,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Counted,173
KEN 47-1076,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Under Voted,0
KEN 47-1076,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Rejected,106
KEN 47-1076,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Approved,67
KEN 47-1076,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Over Voted,0
KEN 47-1076,City of Kent Proposition A,47,5,9,Total,NP,Registered Voters,674
KEN 47-1076,City of Kent Proposition A,47,5,9,Total,NP,Times Counted,173
KEN 47-1076,City of Kent Proposition A,47,5,9,Total,NP,Times Under Voted,1
KEN 47-1076,City of Kent Proposition A,47,5,9,Total,<NP>,Approved,68
KEN 47-1076,City of Kent Proposition A,47,5,9,Total,<NP>,Rejected,104
KEN 47-1076,City of Kent Proposition A,47,5,9,Total,NP,Times Over Voted,0
KEN 47-1102,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Registered Voters,829
KEN 47-1102,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Counted,243
KEN 47-1102,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Under Voted,0
KEN 47-1102,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Rejected,158
KEN 47-1102,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Approved,85
KEN 47-1102,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Over Voted,0
KEN 47-1102,City of Kent Proposition A,47,5,9,Total,NP,Registered Voters,829
KEN 47-1102,City of Kent Proposition A,47,5,9,Total,NP,Times Counted,243
KEN 47-1102,City of Kent Proposition A,47,5,9,Total,NP,Times Under Voted,0
KEN 47-1102,City of Kent Proposition A,47,5,9,Total,<NP>,Approved,86
KEN 47-1102,City of Kent Proposition A,47,5,9,Total,<NP>,Rejected,157
KEN 47-1102,City of Kent Proposition A,47,5,9,Total,NP,Times Over Voted,0
SPRING LAKE,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Registered Voters,772
SPRING LAKE,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Times Counted,294
SPRING LAKE,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Times Under Voted,0
SPRING LAKE,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,<NP>,Yes,158
SPRING LAKE,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,<NP>,No,136
SPRING LAKE,Tahoma School District No. 409 Proposition No. 1,11,9,8,Total,NP,Times Over Voted,0
STACY,Puget Sound Regional Fire Authority Proposition No. 1,33,5,8,Total,NP,Registered Voters,26
STACY,Puget Sound Regional Fire Authority Proposition No. 1,33,5,8,Total,NP,Times Counted,3
STACY,Puget Sound Regional Fire Authority Proposition No. 1,33,5,8,Total,NP,Times Under Voted,0
STACY,Puget Sound Regional Fire Authority Proposition No. 1,33,5,8,Total,<NP>,Rejected,2
STACY,Puget Sound Regional Fire Authority Proposition No. 1,33,5,8,Total,<NP>,Approved,1
STACY,Puget Sound Regional Fire Authority Proposition No. 1,33,5,8,Total,NP,Times Over Voted,0
STILLWATER,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Registered Voters,531
STILLWATER,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Counted,154
STILLWATER,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Under Voted,0
STILLWATER,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,<NP>,Approved,87
STILLWATER,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,<NP>,Rejected,67
STILLWATER,King County Fire Protection District No. 45 Proposition No. 1,45,3,1,Total,NP,Times Over Voted,0
COV 47-1127,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,633
COV 47-1127,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,137
COV 47-1127,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
COV 47-1127,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,68
COV 47-1127,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,69
COV 47-1127,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
TAHOMA,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Registered Voters,630
TAHOMA,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Counted,300
TAHOMA,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Under Voted,0
TAHOMA,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,Yes,166
TAHOMA,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,<NP>,No,134
TAHOMA,Tahoma School District No. 409 Proposition No. 1,5,9,8,Total,NP,Times Over Voted,0
COV 47-1145,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,766
COV 47-1145,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,193
COV 47-1145,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
COV 47-1145,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,95
COV 47-1145,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,98
COV 47-1145,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
KEN 47-1151,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,471
KEN 47-1151,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,154
KEN 47-1151,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
KEN 47-1151,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,92
KEN 47-1151,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,62
KEN 47-1151,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
KEN 47-1151,City of Kent Proposition A,47,9,8,Total,NP,Registered Voters,471
KEN 47-1151,City of Kent Proposition A,47,9,8,Total,NP,Times Counted,154
KEN 47-1151,City of Kent Proposition A,47,9,8,Total,NP,Times Under Voted,0
KEN 47-1151,City of Kent Proposition A,47,9,8,Total,<NP>,Approved,64
KEN 47-1151,City of Kent Proposition A,47,9,8,Total,<NP>,Rejected,90
KEN 47-1151,City of Kent Proposition A,47,9,8,Total,NP,Times Over Voted,0
COV 47-1153,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Registered Voters,519
COV 47-1153,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Counted,110
COV 47-1153,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Under Voted,0
COV 47-1153,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Rejected,53
COV 47-1153,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,<NP>,Approved,57
COV 47-1153,Puget Sound Regional Fire Authority Proposition No. 1,47,9,8,Total,NP,Times Over Voted,0
KEN 47-1170,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Registered Voters,451
KEN 47-1170,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Counted,90
KEN 47-1170,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Under Voted,0
KEN 47-1170,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Rejected,52
KEN 47-1170,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,<NP>,Approved,38
KEN 47-1170,Puget Sound Regional Fire Authority Proposition No. 1,47,5,9,Total,NP,Times Over Voted,0
KEN 47-1170,City of Kent Proposition A,47,5,9,Total,NP,Registered Voters,451
