"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Kitsap","BAINBRIDGE ISLAND SCHOOL DISTRICT 303 Proposition No. 1 General Obligation Bonds- $81,200,000","Approved","","5733","62.0925","BAINBRIDGE ISLAND SCHOOL DISTRICT 303"
"Kitsap","BAINBRIDGE ISLAND SCHOOL DISTRICT 303 Proposition No. 1 General Obligation Bonds- $81,200,000","Rejected","","3500","37.9075","BAINBRIDGE ISLAND SCHOOL DISTRICT 303"
"Kitsap","CENTRAL KITSAP SCHOOL DISTRICT NO. 401 Proposition No. 1 Replacement School Support Levy for Maintenance and Operations","Yes","","8909","63.8135","CENTRAL KITSAP SCHOOL DISTRICT NO. 401"
"Kitsap","CENTRAL KITSAP SCHOOL DISTRICT NO. 401 Proposition No. 1 Replacement School Support Levy for Maintenance and Operations","No","","5052","36.1865","CENTRAL KITSAP SCHOOL DISTRICT NO. 401"
"Kitsap","CENTRAL KITSAP SCHOOL DISTRICT NO. 401 Proposition No. 2 General Obligation Bonds- $220,000,000","Approved","","8469","60.9105","CENTRAL KITSAP SCHOOL DISTRICT NO. 401"
"Kitsap","CENTRAL KITSAP SCHOOL DISTRICT NO. 401 Proposition No. 2 General Obligation Bonds- $220,000,000","Rejected","","5435","39.0895","CENTRAL KITSAP SCHOOL DISTRICT NO. 401"
"Kitsap","SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 General Obligation Bonds - $126,992,867","Approved","","11049","59.9154","SOUTH KITSAP SCHOOL DISTRICT NO. 402"
"Kitsap","SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 General Obligation Bonds - $126,992,867","Rejected","","7392","40.0846","SOUTH KITSAP SCHOOL DISTRICT NO. 402"
"Kitsap","NORTH MASON SCHOOL DISTRICT NO. 403 School Levy For Educational Support And Operations ","Levy...Yes","","49","53.2609","NORTH MASON SCHOOL DISTRICT NO. 403"
"Kitsap","NORTH MASON SCHOOL DISTRICT NO. 403 School Levy For Educational Support And Operations ","Levy...No","","43","46.7391","NORTH MASON SCHOOL DISTRICT NO. 403"
"Kittitas","HOSPITAL DISTRICT 2 Proposition No. 1 Emergency Medical Services - - Permanent Levy","Yes","","1557","67.7251","HOSPITAL DISTRICT 2"
"Kittitas","HOSPITAL DISTRICT 2 Proposition No. 1 Emergency Medical Services - - Permanent Levy","No","","742","32.2749","HOSPITAL DISTRICT 2"
"Kittitas","DAMMAN SCHOOL DISTRICT 7 Proposition 1 General Operating Expenses Levy","Levy Yes","","223","74.5819","DAMMAN SCHOOL DISTRICT 7"
"Kittitas","DAMMAN SCHOOL DISTRICT 7 Proposition 1 General Operating Expenses Levy","Levy No","","76","25.4181","DAMMAN SCHOOL DISTRICT 7"
"Kittitas","SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","Levy - Yes","","10","47.619","SELAH SCHOOL DISTRICT 119"
"Kittitas","SELAH SCHOOL DISTRICT 119 Selah School District No. 119 Proposition No. 1 Replacement Maintenance and Operation Levy","Levy - No","","11","52.381","SELAH SCHOOL DISTRICT 119"
"Kittitas","THORP SCHOOL DISTRICT 400 Proposition No. 1 Dissolution and Reapportionment of Directors&#39; Districts","Approved","","232","83.1541","THORP SCHOOL DISTRICT 400"
"Kittitas","THORP SCHOOL DISTRICT 400 Proposition No. 1 Dissolution and Reapportionment of Directors&#39; Districts","Rejected","","47","16.8459","THORP SCHOOL DISTRICT 400"
"Kittitas","ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","Levy...Yes","","2976","63.7123","ELLENSBURG SCHOOL DISTRICT 401"
"Kittitas","ELLENSBURG SCHOOL DISTRICT 401 Proposition 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","Levy...No","","1695","36.2877","ELLENSBURG SCHOOL DISTRICT 401"
"Kittitas","ELLENSBURG SCHOOL DISTRICT 401 Proposition 2 Capital Levy For Instructional Technology Improvements","Levy...Yes","","2719","59.1087","ELLENSBURG SCHOOL DISTRICT 401"
"Kittitas","ELLENSBURG SCHOOL DISTRICT 401 Proposition 2 Capital Levy For Instructional Technology Improvements","Levy...No","","1881","40.8913","ELLENSBURG SCHOOL DISTRICT 401"
"Kittitas","KITTITAS SCHOOL DISTRICT 403 Proposition No. 1 Replacement of Expiring Maintenance and Operation Levy","Levy Yes","","536","64.1916","KITTITAS SCHOOL DISTRICT 403"
"Kittitas","KITTITAS SCHOOL DISTRICT 403 Proposition No. 1 Replacement of Expiring Maintenance and Operation Levy","Levy No","","299","35.8084","KITTITAS SCHOOL DISTRICT 403"
"Kittitas","CLE ELUM/ROSLYN SCHOOL DISTRICT 404 Proposition No. 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","Levy Yes","","1588","67.517","CLE ELUM/ROSLYN SCHOOL DISTRICT 404"
"Kittitas","CLE ELUM/ROSLYN SCHOOL DISTRICT 404 Proposition No. 1 Replacement of Expiring Educational Programs, Maintenance and Operation Levy","Levy No","","764","32.483","CLE ELUM/ROSLYN SCHOOL DISTRICT 404"
"Kittitas","CLE ELUM/ROSLYN SCHOOL DISTRICT 404 Proposition No. 2 Replacement of Expiring Capital Levy to Improve School Facilities","Levy- Yes","","1506","64.2491","CLE ELUM/ROSLYN SCHOOL DISTRICT 404"
"Kittitas","CLE ELUM/ROSLYN SCHOOL DISTRICT 404 Proposition No. 2 Replacement of Expiring Capital Levy to Improve School Facilities","Levy- No","","838","35.7509","CLE ELUM/ROSLYN SCHOOL DISTRICT 404"
"Kittitas","FIRE DISTRICT 6 Proposition No. 1 Property Tax Levy for Fire Protection and Emergency Medical Services","Approved","","168","80.7692","FIRE DISTRICT 6"
"Kittitas","FIRE DISTRICT 6 Proposition No. 1 Property Tax Levy for Fire Protection and Emergency Medical Services","Rejected","","40","19.2308","FIRE DISTRICT 6"
"Kittitas","NACHES SCHOOL DISTRICT 3-J Naches Valley School District No. JT3 Proposition No. 1 Replacement Maintenance and Operation Levy","Levy - Yes","","0","0","NACHES SCHOOL DISTRICT 3-J"
"Kittitas","NACHES SCHOOL DISTRICT 3-J Naches Valley School District No. JT3 Proposition No. 1 Replacement Maintenance and Operation Levy","Levy - No","","0","0","NACHES SCHOOL DISTRICT 3-J"
"Klickitat","CENTERVILLE SCHOOL DISTRICT # 215 Proposition No. 1 Replacement of Expiring Educational Programs, Maintenance and Operational Levy","Levy Yes","","127","67.5532","CENTERVILLE SCHOOL DISTRICT # 215"
"Klickitat","CENTERVILLE SCHOOL DISTRICT # 215 Proposition No. 1 Replacement of Expiring Educational Programs, Maintenance and Operational Levy","Levy No","","61","32.4468","CENTERVILLE SCHOOL DISTRICT # 215"
"Klickitat","GLENWOOD SCHOOL DISTRICT # 401 Proposition No. 1 Replacement Maintenance &amp; Operation Levy","Tax Levy--YES","","99","59.2814","GLENWOOD SCHOOL DISTRICT # 401"
"Klickitat","GLENWOOD SCHOOL DISTRICT # 401 Proposition No. 1 Replacement Maintenance &amp; Operation Levy","Tax Levy--NO","","68","40.7186","GLENWOOD SCHOOL DISTRICT # 401"
"Klickitat","KLICKITAT SCHOOL DISTRICT # 402 Proposition No. 1 Maintenance and Operation Levy","Yes","","112","66.6667","KLICKITAT SCHOOL DISTRICT # 402"
"Klickitat","KLICKITAT SCHOOL DISTRICT # 402 Proposition No. 1 Maintenance and Operation Levy","No","","56","33.3333","KLICKITAT SCHOOL DISTRICT # 402"
"Klickitat","GOLDENDALE SCHOOL DISTRICT # 404 Proposition No. 1 General Obligation Bonds - $9,200,000","Approved?","","1128","48.81","GOLDENDALE SCHOOL DISTRICT # 404"
"Klickitat","GOLDENDALE SCHOOL DISTRICT # 404 Proposition No. 1 General Obligation Bonds - $9,200,000","Rejected?","","1183","51.19","GOLDENDALE SCHOOL DISTRICT # 404"
"Lewis","Chehalis School District #302 Replacement Levies for School Operations ","Yes","","1901","61.1451","Chehalis School District #302"
"Lewis","Chehalis School District #302 Replacement Levies for School Operations ","No","","1208","38.8549","Chehalis School District #302"
"Lewis","Morton School District #214 Replacement of Expiring Maintenance and Operation Levy ","Yes","","463","68.6944","Morton School District #214"
"Lewis","Morton School District #214 Replacement of Expiring Maintenance and Operation Levy ","No","","211","31.3056","Morton School District #214"
"Lewis","Napavine School District #14 Replacement Educational Programs Maintenance and Operations Levy ","Yes","","621","59.4258","Napavine School District #14"
"Lewis","Napavine School District #14 Replacement Educational Programs Maintenance and Operations Levy ","No","","424","40.5742","Napavine School District #14"
"Lewis","Oakville School District #400 PROPOSITION 1 MAINTENANCE &amp; OPERATION REPLACEMENT LEVY","Yes","","7","50","Oakville School District #400"
"Lewis","Oakville School District #400 PROPOSITION 1 MAINTENANCE &amp; OPERATION REPLACEMENT LEVY","No","","7","50","Oakville School District #400"
"Lewis","Onalaska School District #300 Educational Programs and Operation Replacement Levy ","Yes","","941","64.3199","Onalaska School District #300"
"Lewis","Onalaska School District #300 Educational Programs and Operation Replacement Levy ","No","","522","35.6801","Onalaska School District #300"
"Lewis","Pe Ell School District #301 Replacement Educational Maintenance and Operation Levy ","Yes","","307","71.2297","Pe Ell School District #301"
"Lewis","Pe Ell School District #301 Replacement Educational Maintenance and Operation Levy ","No","","124","28.7703","Pe Ell School District #301"
"Lewis","Rochester School District #401 Proposition No. 1, Replacement Educational Programs and Operations Levy ","Yes","","35","59.322","Rochester School District #401"
"Lewis","Rochester School District #401 Proposition No. 1, Replacement Educational Programs and Operations Levy ","No","","24","40.678","Rochester School District #401"
"Lewis","Fire Dist. #10-Packwood Replacement EMS Levy ","Yes","","256","75.7396","Fire Dist. #10-Packwood"
"Lewis","Fire Dist. #10-Packwood Replacement EMS Levy ","No","","82","24.2604","Fire Dist. #10-Packwood"
"Lincoln","REARDAN-EDWALL SCHOOL DISTRICT 009 Proposition 1 Bonds To Renovate School Facilities","APPROVED","","413","72.9682","REARDAN-EDWALL SCHOOL DISTRICT 009"
"Lincoln","REARDAN-EDWALL SCHOOL DISTRICT 009 Proposition 1 Bonds To Renovate School Facilities","REJECTED","","153","27.0318","REARDAN-EDWALL SCHOOL DISTRICT 009"
"Lincoln","CRESTON SCHOOL DISTRICT 073 Proposition 1 Replacement Maintenance and Operation Levy","LEVY...YES","","266","56.1181","CRESTON SCHOOL DISTRICT 073"
"Lincoln","CRESTON SCHOOL DISTRICT 073 Proposition 1 Replacement Maintenance and Operation Levy","LEVY...NO","","208","43.8819","CRESTON SCHOOL DISTRICT 073"
"Lincoln","ODESSA SCHOOL DISTRICT 105 Proposition 1 Replacement Maintenance and Operation Levy","LEVY...YES","","324","73.9726","ODESSA SCHOOL DISTRICT 105"
"Lincoln","ODESSA SCHOOL DISTRICT 105 Proposition 1 Replacement Maintenance and Operation Levy","LEVY...NO","","114","26.0274","ODESSA SCHOOL DISTRICT 105"
"Lincoln","ODESSA SCHOOL DISTRICT 105 Proposition 2 Replacement Capital Levy for School Improvements","LEVY...YES","","325","74.3707","ODESSA SCHOOL DISTRICT 105"
"Lincoln","ODESSA SCHOOL DISTRICT 105 Proposition 2 Replacement Capital Levy for School Improvements","LEVY...NO","","112","25.6293","ODESSA SCHOOL DISTRICT 105"
"Lincoln","WILBUR SCHOOL DISTRICT 200 Proposition 1 Replacement Maintenance and Operation Levy - $695,000.","LEVY...YES","","308","61.6","WILBUR SCHOOL DISTRICT 200"
"Lincoln","WILBUR SCHOOL DISTRICT 200 Proposition 1 Replacement Maintenance and Operation Levy - $695,000.","LEVY...NO","","192","38.4","WILBUR SCHOOL DISTRICT 200"
"Lincoln","HARRINGTON SCHOOL DISTRICT 204 Proposition 1 Replacement Maintenance and Operation Levy","LEVY...YES","","194","74.9035","HARRINGTON SCHOOL DISTRICT 204"
"Lincoln","HARRINGTON SCHOOL DISTRICT 204 Proposition 1 Replacement Maintenance and Operation Levy","LEVY...NO","","65","25.0965","HARRINGTON SCHOOL DISTRICT 204"
"Lincoln","DAVENPORT SCHOOL DISTRICT 207 Proposition 1 Replacement Maintenance and Operation Levy","LEVY...YES","","569","64.7327","DAVENPORT SCHOOL DISTRICT 207"
"Lincoln","DAVENPORT SCHOOL DISTRICT 207 Proposition 1 Replacement Maintenance and Operation Levy","LEVY...NO","","310","35.2673","DAVENPORT SCHOOL DISTRICT 207"
"Lincoln","RITZVILLE SCHOOL DISTRICT 067 Proposition No. 1 Replacement Maintenance and Operation Levy","Levy, Yes","","6","100","RITZVILLE SCHOOL DISTRICT 067"
"Lincoln","RITZVILLE SCHOOL DISTRICT 067 Proposition No. 1 Replacement Maintenance and Operation Levy","Levy, No","","0","0","RITZVILLE SCHOOL DISTRICT 067"
"Lincoln","RITZVILLE SCHOOL DISTRICT 067 Proposition No. 2 Bonds to Modernize, Improve and Construct School Facilities","Approved","","4","80","RITZVILLE SCHOOL DISTRICT 067"
"Lincoln","RITZVILLE SCHOOL DISTRICT 067 Proposition No. 2 Bonds to Modernize, Improve and Construct School Facilities","Rejected","","1","20","RITZVILLE SCHOOL DISTRICT 067"
"Lincoln","WILSON CREEK SCHOOL DISTRICT 202 PROPOSITION NO. 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY...YES","","1","50","WILSON CREEK SCHOOL DISTRICT 202"
"Lincoln","WILSON CREEK SCHOOL DISTRICT 202 PROPOSITION NO. 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY... NO","","1","50","WILSON CREEK SCHOOL DISTRICT 202"
"Lincoln","HOSPITAL DISTRICT 1 Proposition 1 Replacement of Expiring One-Year Operation and Maintenance Levy","LEVY...YES","","437","82.9222","HOSPITAL DISTRICT 1"
"Lincoln","HOSPITAL DISTRICT 1 Proposition 1 Replacement of Expiring One-Year Operation and Maintenance Levy","LEVY...NO","","90","17.0778","HOSPITAL DISTRICT 1"
"Mason","Mary M Knight School 311 School Maintenance and Operation Levy ","Levy...Yes","","195","66.7808","Mary M Knight School 311"
"Mason","Mary M Knight School 311 School Maintenance and Operation Levy ","Levy...No","","97","33.2192","Mary M Knight School 311"
"Mason","Fire Protection Dist 18 Emergency Medical Services Regular Property Levy ","Levy...Yes","","383","79.4606","Fire Protection Dist 18"
"Mason","Fire Protection Dist 18 Emergency Medical Services Regular Property Levy ","Levy...No","","99","20.5394","Fire Protection Dist 18"
"Mason","McCleary School 65 PROPOSITION 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE AND OPERATIONS LEVY","Yes","","6","85.7143","McCleary School 65"
"Mason","McCleary School 65 PROPOSITION 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS, MAINTENANCE AND OPERATIONS LEVY","No","","1","14.2857","McCleary School 65"
"Mason","Elma School 68 PROPOSITION 1 REPLACEMENT MAINTENANCE &amp; OPERATION LEVIES","Yes","","43","51.8072","Elma School 68"
"Mason","Elma School 68 PROPOSITION 1 REPLACEMENT MAINTENANCE &amp; OPERATION LEVIES","No","","40","48.1928","Elma School 68"
"Mason","North Mason School 403 School Levy For Educational Support And Operations ","Levy...Yes","","2430","62.3877","North Mason School 403"
"Mason","North Mason School 403 School Levy For Educational Support And Operations ","Levy...No","","1465","37.6123","North Mason School 403"
"Mason","Hood Canal School 404 Replacement of Expiring Educational Programs, Maintenance and Operations Levy ","Levy...Yes","","1046","59.8741","Hood Canal School 404"
"Mason","Hood Canal School 404 Replacement of Expiring Educational Programs, Maintenance and Operations Levy ","Levy...No","","701","40.1259","Hood Canal School 404"
"Okanogan","NESPELEM SCHOOL 14 Proposition 1 Replacement Maintenance and Operation Levy","Levy Yes","","72","78.2609","NESPELEM SCHOOL 14"
"Okanogan","NESPELEM SCHOOL 14 Proposition 1 Replacement Maintenance and Operation Levy","Levy No","","20","21.7391","NESPELEM SCHOOL 14"
"Okanogan","BRIDGEPORT SCHOOL 75J Proposition 1 Maintenance And Operation Levy","LEVY____  YES","","7","77.7778","BRIDGEPORT SCHOOL 75J"
"Okanogan","BRIDGEPORT SCHOOL 75J Proposition 1 Maintenance And Operation Levy","LEVY ____ NO","","2","22.2222","BRIDGEPORT SCHOOL 75J"
"Okanogan","BREWSTER SCHOOL 111-203J Proposition 1 School Facilities Improvements General Obligation Bonds - $17,881,998","Approved","","408","65.5949","BREWSTER SCHOOL 111-203J"
"Okanogan","BREWSTER SCHOOL 111-203J Proposition 1 School Facilities Improvements General Obligation Bonds - $17,881,998","Rejected","","214","34.4051","BREWSTER SCHOOL 111-203J"
"Okanogan","LAKE CHELAN SCHOOL 129J PROPOSITION 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY . . . YES ","","4","50","LAKE CHELAN SCHOOL 129J"
"Okanogan","LAKE CHELAN SCHOOL 129J PROPOSITION 1 REPLACEMENT MAINTENANCE AND OPERATION LEVY","LEVY . . . NO","","4","50","LAKE CHELAN SCHOOL 129J"
"Okanogan","LAKE CHELAN SCHOOL 129J PROPOSITION 2 CAPITAL LEVY FOR EDUCATIONAL TECHNOLOGY IMPROVEMENTS","LEVY . . . YES ","","5","62.5","LAKE CHELAN SCHOOL 129J"
"Okanogan","LAKE CHELAN SCHOOL 129J PROPOSITION 2 CAPITAL LEVY FOR EDUCATIONAL TECHNOLOGY IMPROVEMENTS","LEVY . . . NO ","","3","37.5","LAKE CHELAN SCHOOL 129J"
"Okanogan","METHOW VALLEY SCHOOL 350 Proposition 1 Replacement of Expiring Maintenance and Operation Levy","Levy Yes","","1264","61.9304","METHOW VALLEY SCHOOL 350"
"Okanogan","METHOW VALLEY SCHOOL 350 Proposition 1 Replacement of Expiring Maintenance and Operation Levy","Levy No","","777","38.0696","METHOW VALLEY SCHOOL 350"
"Okanogan","METHOW VALLEY SCHOOL 350 Proposition 2 Replacement of Expiring Capital Levy for Educational Technology Improvements","Levy Yes","","1223","59.8629","METHOW VALLEY SCHOOL 350"
"Okanogan","METHOW VALLEY SCHOOL 350 Proposition 2 Replacement of Expiring Capital Levy for Educational Technology Improvements","Levy No","","820","40.1371","METHOW VALLEY SCHOOL 350"
"Okanogan","TONASKET SCHOOL 404 Proposition 1 Replacement Maintenance and Operation Levy","Levy Yes","","1143","63.5706","TONASKET SCHOOL 404"
"Okanogan","TONASKET SCHOOL 404 Proposition 1 Replacement Maintenance and Operation Levy","Levy No","","655","36.4294","TONASKET SCHOOL 404"
"Okanogan","OROVILLE SCHOOL 410 Proposition 1 Replacement Maintenance and Operation Levy","Levy Yes","","594","60.3046","OROVILLE SCHOOL 410"
"Okanogan","OROVILLE SCHOOL 410 Proposition 1 Replacement Maintenance and Operation Levy","Levy No","","391","39.6954","OROVILLE SCHOOL 410"
"Pacific","School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","Yes","","516","65.0694","School District #116"
"Pacific","School District #116 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING SCHOOL MAINTENANCE AND OPERATION LEVY","No","","277","34.9306","School District #116"
"Pacific","School District #118 PROPOSITION NO. 1 EXCESS REPLACEMENT  LEVY","Yes","","426","71","School District #118"
"Pacific","School District #118 PROPOSITION NO. 1 EXCESS REPLACEMENT  LEVY","No","","174","29","School District #118"
"Pacific","School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","Yes","","440","59.7015","School District #160"
"Pacific","School District #160 PROPOSITION NO. 1 REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY","No","","297","40.2985","School District #160"
"Pacific","School District #301 Replacement Educational Maintenance and Operation Levy ","Yes","","0","0","School District #301"
"Pacific","School District #301 Replacement Educational Maintenance and Operation Levy ","No","","0","0","School District #301"
"Pacific","Port Of Chinook PROPERTY TAX LEVY LID LIFT Port Prop","Approved","","90","53.2544","Port Of Chinook"
"Pacific","Port Of Chinook PROPERTY TAX LEVY LID LIFT Port Prop","Rejected","","79","46.7456","Port Of Chinook"
"Pierce","YELM COMMUNITY SCHOOLS DISTRICT NO. 2 Proposition No. 1, Replacement of Expiring Educational Programs, Maintenance and Operations Levy ","Yes","","441","49.7182","YELM COMMUNITY SCHOOLS DISTRICT NO. 2"
"Pierce","YELM COMMUNITY SCHOOLS DISTRICT NO. 2 Proposition No. 1, Replacement of Expiring Educational Programs, Maintenance and Operations Levy ","No","","446","50.2818","YELM COMMUNITY SCHOOLS DISTRICT NO. 2"
"Pierce","YELM COMMUNITY SCHOOLS DISTRICT NO. 2 Proposition No. 2, Bonds to Construct and Renovate School Facilities, and Make Safety Improvements ","Approved","","416","46.5845","YELM COMMUNITY SCHOOLS DISTRICT NO. 2"
"Pierce","YELM COMMUNITY SCHOOLS DISTRICT NO. 2 Proposition No. 2, Bonds to Construct and Renovate School Facilities, and Make Safety Improvements ","Rejected","","477","53.4155","YELM COMMUNITY SCHOOLS DISTRICT NO. 2"
"Pierce","CARBONADO HISTORICAL SCHOOL DIST. NO. 19 Proposition No. 1 Replacement Educational Programs and Operations Levy","Yes","","200","82.6446","CARBONADO HISTORICAL SCHOOL DIST. NO. 19"
"Pierce","CARBONADO HISTORICAL SCHOOL DIST. NO. 19 Proposition No. 1 Replacement Educational Programs and Operations Levy","No","","42","17.3554","CARBONADO HISTORICAL SCHOOL DIST. NO. 19"
"Pierce","CARBONADO HISTORICAL SCHOOL DIST. NO. 19 Proposition No. 2 General Obligation Bonds - $1,750,000","Approved","","192","79.3388","CARBONADO HISTORICAL SCHOOL DIST. NO. 19"
"Pierce","CARBONADO HISTORICAL SCHOOL DIST. NO. 19 Proposition No. 2 General Obligation Bonds - $1,750,000","Rejected","","50","20.6612","CARBONADO HISTORICAL SCHOOL DIST. NO. 19"
"Pierce","SUMNER SCHOOL DISTRICT NO. 320 Proposition No. 1 General Obligation Bonds - $145,600,000","Approved","","5631","66.076","SUMNER SCHOOL DISTRICT NO. 320"
"Pierce","SUMNER SCHOOL DISTRICT NO. 320 Proposition No. 1 General Obligation Bonds - $145,600,000","Rejected","","2891","33.924","SUMNER SCHOOL DISTRICT NO. 320"
"Pierce","DIERINGER SCHOOL DISTRICT NO. 343 Proposition No. 1 Replacement Maintenance and Operations Levy","Yes","","1270","66.6317","DIERINGER SCHOOL DISTRICT NO. 343"
"Pierce","DIERINGER SCHOOL DISTRICT NO. 343 Proposition No. 1 Replacement Maintenance and Operations Levy","No","","636","33.3683","DIERINGER SCHOOL DISTRICT NO. 343"
"Pierce","ORTING SCHOOL DISTRICT NO. 344 Proposition No. 1 Replacement Maintenance and Operations Levy","Yes","","1219","55.6621","ORTING SCHOOL DISTRICT NO. 344"
"Pierce","ORTING SCHOOL DISTRICT NO. 344 Proposition No. 1 Replacement Maintenance and Operations Levy","No","","971","44.3379","ORTING SCHOOL DISTRICT NO. 344"
"Pierce","CLOVER PARK SCHOOL DISTRICT NO. 400 Proposition No. 1 Replacement Educational Programs and Operations Levy","Yes","","4443","55.8517","CLOVER PARK SCHOOL DISTRICT NO. 400"
"Pierce","CLOVER PARK SCHOOL DISTRICT NO. 400 Proposition No. 1 Replacement Educational Programs and Operations Levy","No","","3512","44.1483","CLOVER PARK SCHOOL DISTRICT NO. 400"
"Pierce","PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 Continuing Educational Programs and Operations Levy","Yes","","12438","70.1958","PENINSULA SCHOOL DISTRICT NO. 401"
"Pierce","PENINSULA SCHOOL DISTRICT NO. 401 Proposition No. 1 Continuing Educational Programs and Operations Levy","No","","5281","29.8042","PENINSULA SCHOOL DISTRICT NO. 401"
"Pierce","BETHEL SCHOOL DISTRICT NO. 403 Proposition No. 1 General Obligation Bonds - $236,700,000","Approved","","9742","57.4004","BETHEL SCHOOL DISTRICT NO. 403"
"Pierce","BETHEL SCHOOL DISTRICT NO. 403 Proposition No. 1 General Obligation Bonds - $236,700,000","Rejected","","7230","42.5996","BETHEL SCHOOL DISTRICT NO. 403"
"Pierce","AUBURN SCHOOL DISTRICT NO. 408 Proposition No. 1 Educational Program and Operations Replacement Levy","Yes","","771","69.0242","AUBURN SCHOOL DISTRICT NO. 408"
"Pierce","AUBURN SCHOOL DISTRICT NO. 408 Proposition No. 1 Educational Program and Operations Replacement Levy","No","","346","30.9758","AUBURN SCHOOL DISTRICT NO. 408"
"Pierce","WHITE RIVER SCHOOL DISTRICT NO. 416 Proposition No. 1 General Obligation Bonds - $98,825,000","Approved","","2964","67.9817","WHITE RIVER SCHOOL DISTRICT NO. 416"
"Pierce","WHITE RIVER SCHOOL DISTRICT NO. 416 Proposition No. 1 General Obligation Bonds - $98,825,000","Rejected","","1396","32.0183","WHITE RIVER SCHOOL DISTRICT NO. 416"
"Pierce","FIFE SCHOOL DISTRICT NO. 417 Proposition No. 1 Capital Projects Technology Levy","Yes","","1193","63.1551","FIFE SCHOOL DISTRICT NO. 417"
"Pierce","FIFE SCHOOL DISTRICT NO. 417 Proposition No. 1 Capital Projects Technology Levy","No","","696","36.8449","FIFE SCHOOL DISTRICT NO. 417"
"San Juan","San Juan Island School District #149 Proposition No. 1 Capital Levy for School Facilities &amp; Technology","Yes","","2109","73.4843","San Juan Island School District #149"
"San Juan","San Juan Island School District #149 Proposition No. 1 Capital Levy for School Facilities &amp; Technology","No","","761","26.5157","San Juan Island School District #149"
"San Juan","Orcas Island School Dist #137 Proposition No. 1 Replacement Educational Maintenance and Operations Levy","Yes","","1522","72.2011","Orcas Island School Dist #137"
"San Juan","Orcas Island School Dist #137 Proposition No. 1 Replacement Educational Maintenance and Operations Levy","No","","586","27.7989","Orcas Island School Dist #137"
"San Juan","Lopez Island School District #144 Proposition No. 1 Technology Capital Projects Levy","Yes","","762","71.1485","Lopez Island School District #144"
"San Juan","Lopez Island School District #144 Proposition No. 1 Technology Capital Projects Levy","No","","309","28.8515","Lopez Island School District #144"
"San Juan","Orcas Island Park &amp; Recreation District Proposition No. 1 Concerning Park &amp; Recreation funding","Approved","","1443","71.3297","Orcas Island Park &amp; Recreation District"
"San Juan","Orcas Island Park &amp; Recreation District Proposition No. 1 Concerning Park &amp; Recreation funding","Rejected","","580","28.6703","Orcas Island Park &amp; Recreation District"
"Skagit","BURLINGTON-EDISON SCHOOL DISTRICT NO.100 Proposition No. 1 Burlington-Edison School District No. 100, Replacement Educational Programs and Operations Levy","Yes","","2790","62.9371","BURLINGTON-EDISON SCHOOL DISTRICT NO.100"
"Skagit","BURLINGTON-EDISON SCHOOL DISTRICT NO.100 Proposition No. 1 Burlington-Edison School District No. 100, Replacement Educational Programs and Operations Levy","No","","1643","37.0629","BURLINGTON-EDISON SCHOOL DISTRICT NO.100"
"Skagit","BURLINGTON-EDISON SCHOOL DISTRICT NO.100 Propostition No. 2 Burlington-Edison School District No. 100, Capital Projects Levy","Yes","","2648","59.896","BURLINGTON-EDISON SCHOOL DISTRICT NO.100"
"Skagit","BURLINGTON-EDISON SCHOOL DISTRICT NO.100 Propostition No. 2 Burlington-Edison School District No. 100, Capital Projects Levy","No","","1773","40.104","BURLINGTON-EDISON SCHOOL DISTRICT NO.100"
"Skagit","CONCRETE SCHOOL DISTRICT NO. 11 Proposition No. 1 Concrete School District No. 11, Replacement Educational Programs and Operations Levy","Levy Yes","","651","65.6912","CONCRETE SCHOOL DISTRICT NO. 11"
"Skagit","CONCRETE SCHOOL DISTRICT NO. 11 Proposition No. 1 Concrete School District No. 11, Replacement Educational Programs and Operations Levy","Levy No","","340","34.3088","CONCRETE SCHOOL DISTRICT NO. 11"
"Skagit","LA CONNER SCHOOL DISTRICT NO. 311 Proposition No. 1 La Conner School District No. 311, Replacement Educational Programs and Operations Levy","Yes","","682","43.2467","LA CONNER SCHOOL DISTRICT NO. 311"
